,Course,Year,Hrs Per Week,Interest in student learning,Instructor provides feedback to students to improve,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate
377,03-330,2010,,4.285,3.92,3.955,4.375,3.925,3.7800000000000002
378,03-330,2011,,4.15,3.645,3.9,4.175,3.765,3.8499999999999996
379,03-330,2012,,4.72,4.33,4.25,4.67,4.33,4.17
380,03-330,2013,,3.8049999999999997,3.465,3.56,4.38,3.5949999999999998,3.2199999999999998
381,03-330,2014,10.690000000000001,4.154999999999999,3.85,3.95,4.495,4.05,3.01
382,03-330,2015,8.45,4.47,3.97,4.13,4.6,4.1,3.92
383,03-330,2016,9.57,4.87,4.73,4.93,5.0,4.93,4.8
384,03-330,2018,10.1,3.0,2.6,3.5,3.7,3.5,2.6
385,03-330,2019,12.0,3.86,3.57,4.14,4.29,3.71,3.71
386,03-342,2018,3.5,4.5,4.5,4.5,4.5,4.5,4.5
387,03-343,2010,,4.79,4.49,4.585,4.845,4.55,4.42
388,03-343,2011,,4.835,4.68,4.73,4.71,4.744999999999999,4.715
389,03-343,2012,,4.645,4.51,4.625,4.640000000000001,4.54,4.415
390,03-343,2013,,4.904999999999999,4.335,4.845000000000001,4.845000000000001,4.779999999999999,4.595000000000001
391,03-343,2014,18.244999999999997,4.455,4.1899999999999995,4.37,4.355,4.435,4.05
392,03-343,2015,16.34,4.67,4.39,4.58,4.53,4.58,4.42
393,03-343,2016,21.19,4.32,4.0,4.11,4.46,4.0,3.43
394,03-343,2017,18.33,4.52,4.1,4.29,4.67,4.29,4.0
395,03-343,2018,18.68,4.48,4.36,4.36,4.36,4.29,4.12
396,03-344,2009,,,,,,4.62,4.46
397,03-344,2010,,4.81,4.25,4.14,4.4,4.05,3.81
398,03-344,2011,,4.86,4.48,4.57,4.76,4.71,4.57
399,03-344,2012,,4.96,4.3,4.57,4.87,4.74,4.45
400,03-344,2013,,4.975,4.6,4.8,4.3,4.675,4.4
401,03-344,2014,,4.88,4.705,4.795,4.88,4.795,4.734999999999999
402,03-344,2015,16.7,4.865,4.775,4.91,4.85,4.82,4.775
403,03-344,2016,16.61,4.74,4.765000000000001,4.725,4.765000000000001,4.6,4.609999999999999
404,03-344,2017,17.935000000000002,4.77,3.95,4.73,4.73,4.335,4.25
405,03-344,2018,19.240000000000002,4.85,4.17,4.54,4.575,4.5,3.9899999999999998
406,03-344,2019,16.15,4.715,4.51,4.665,4.375,4.71,4.5
407,03-345,2009,,,,,,3.38,2.71
408,03-345,2011,,4.63,4.5,4.75,5.0,4.75,4.75
409,03-345,2013,,5.0,4.67,4.67,5.0,5.0,4.0
410,03-345,2016,17.5,4.67,4.33,4.83,4.67,4.5,4.33
411,03-345,2018,15.67,5.0,4.44,4.78,5.0,4.89,4.33
412,03-346,2015,16.1,4.9,4.3,4.4,5.0,4.5,4.44
413,03-346,2017,19.83,4.17,3.83,3.67,4.0,3.83,3.67
414,03-346,2019,16.5,4.83,4.25,4.5,5.0,4.58,4.33
415,03-350,2009,,,,,,4.06,3.74
416,03-350,2010,,4.2,3.73,4.53,4.6,4.27,4.13
417,03-350,2011,,4.0,3.56,4.44,4.31,4.13,4.25
418,03-350,2012,,4.33,4.0,4.88,4.63,4.63,4.5
419,03-350,2013,,5.0,4.89,5.0,5.0,5.0,5.0
420,03-350,2014,,3.33,3.18,4.18,3.91,3.82,3.64
421,03-350,2015,8.535,4.445,4.27,4.4399999999999995,4.67,4.4399999999999995,4.475
422,03-350,2016,7.355,4.93,4.855,4.93,4.93,4.93,4.93
423,03-350,2017,9.835,4.875,4.625,4.875,4.875,4.875,4.79
424,03-350,2018,8.0,4.67,4.33,4.89,4.89,4.67,4.67
425,03-350,2019,6.67,4.67,4.22,4.89,4.44,4.67,4.44
426,03-355,2016,9.5,5.0,5.0,5.0,5.0,5.0,5.0
427,03-355,2017,8.75,5.0,5.0,5.0,5.0,5.0,5.0
428,03-360,2017,9.5,3.0,2.0,3.0,4.0,2.5,2.5
429,03-360,2018,9.8,3.8,3.0,3.8,4.2,3.6,3.2
430,03-362,2010,,3.68,2.79,3.84,4.58,3.63,3.63
431,03-362,2012,,4.14,3.55,3.95,4.1,3.86,3.62
432,03-362,2013,,4.44,3.5,3.75,4.44,3.69,3.5
433,03-362,2014,7.35,4.43,3.665,3.7649999999999997,4.2299999999999995,3.865,3.75
434,03-362,2015,8.42,4.27,3.705,4.025,4.5,3.73,3.8049999999999997
435,03-362,2016,7.27,4.41,3.82,4.18,4.38,4.06,4.09
436,03-362,2017,8.69,3.62,2.88,2.92,3.62,2.88,3.12
437,03-362,2018,7.5,4.31,4.0,3.9,4.38,3.95,4.07
438,03-362,2019,9.0,4.33,4.33,4.33,4.67,4.33,4.33
439,03-363,2009,,,,,,3.67,3.67
440,03-363,2010,,4.36,4.18,4.36,4.82,4.27,4.55
441,03-363,2011,,4.109999999999999,3.62,4.04,4.529999999999999,3.9250000000000003,4.07
442,03-363,2012,,4.890000000000001,4.575,4.915,4.955,4.87,4.575
443,03-363,2013,,4.95,4.555,4.845000000000001,4.95,4.835,4.835
444,03-363,2015,10.120000000000001,4.734999999999999,4.52,4.59,4.65,4.505000000000001,4.475
445,03-363,2016,7.42,4.94,4.86,4.83,4.89,4.78,4.72
446,03-363,2017,7.41,4.94,4.85,4.8,4.98,4.8,4.72
447,03-363,2018,7.08,3.92,3.27,3.31,4.58,3.38,3.04
448,03-363,2019,6.6,4.14,3.28,3.95,4.35,3.74,3.58
449,03-365,2016,6.715,4.525,4.025,4.135,4.64,4.03,3.75
450,03-365,2017,5.38,4.44,3.22,4.33,4.67,3.78,3.89
451,03-365,2018,6.88,4.75,4.63,4.75,4.88,4.63,4.5
452,03-366,2016,7.4,5.0,4.8,4.8,5.0,4.8,4.5
453,03-366,2018,7.31,4.15,3.69,4.08,4.38,4.08,4.0
454,03-366,2019,8.6,4.2,3.4,4.07,4.13,3.87,3.73
455,03-370,2014,,4.67,4.67,3.67,5.0,4.0,3.67
456,03-370,2016,3.5,3.75,3.75,4.0,4.75,3.5,3.5
457,03-380,2010,,4.31,4.08,3.69,4.62,3.85,4.0
458,03-380,2011,,4.4,4.2,4.1,4.6,4.2,3.9
459,03-380,2012,,4.75,4.25,4.13,5.0,4.0,4.0
460,03-380,2016,9.67,5.0,5.0,5.0,5.0,5.0,5.0
461,03-380,2017,10.0,5.0,4.67,5.0,5.0,5.0,4.67
462,03-390,2009,,,,,,4.535,4.5
463,03-390,2010,,4.77,4.63,4.93,4.93,4.95,4.8
464,03-390,2011,,4.91,4.79,4.94,4.97,4.94,4.94
465,03-390,2012,,4.845000000000001,4.32,4.72,4.925,4.78,4.66
466,03-390,2013,,5.0,4.0,4.86,5.0,4.93,4.64
467,03-390,2014,8.0,4.73,4.585,4.785,4.84,4.6899999999999995,4.675
468,03-390,2015,7.205,4.915,4.46,4.75,4.83,4.625,4.75
469,03-390,2016,8.780000000000001,4.93,4.86,4.93,4.965,5.0,4.965
470,03-390,2017,7.0,4.484999999999999,4.0,4.14,4.535,4.03,3.9000000000000004
471,03-390,2018,6.71,4.07,3.36,3.71,4.36,3.79,3.07
472,03-390,2019,7.25,4.88,4.5,4.88,5.0,4.755,4.88
473,03-391,2009,,,,,,3.7,3.4000000000000004
474,03-391,2010,,4.22,3.89,3.56,4.56,3.33,3.0
475,03-391,2011,,4.28,3.11,4.28,4.53,3.94,3.76
476,03-391,2012,,4.31,4.15,4.38,4.46,4.38,4.38
477,03-391,2013,,5.0,4.5,4.67,5.0,5.0,5.0
478,03-391,2014,,4.5,4.63,4.5,4.88,4.63,4.5
479,03-391,2015,6.5,4.82,4.73,4.595,4.6850000000000005,4.64,4.455
480,03-391,2016,7.25,5.0,4.75,5.0,5.0,5.0,5.0
481,03-391,2017,5.92,4.85,4.69,4.62,5.0,4.62,4.54
482,03-391,2018,5.5,5.0,4.5,4.83,5.0,4.83,4.67
483,03-391,2019,6.75,4.67,4.17,4.08,4.58,4.42,4.33
484,03-392,2009,,,,,,4.14,4.0
485,03-392,2010,,3.0,3.0,3.0,4.5,3.0,3.0
486,03-392,2011,,4.2,4.0,4.0,4.4,3.8,3.6
487,03-392,2012,,4.33,4.33,4.0,4.67,4.33,4.33
488,03-392,2014,,5.0,5.0,5.0,5.0,5.0,4.0
489,03-392,2015,14.0,5.0,5.0,5.0,5.0,5.0,5.0
490,03-401,2014,2.0,4.5,4.5,4.5,4.5,4.5,4.5
491,03-401,2015,2.0,4.67,4.67,4.67,4.67,4.67,4.67
492,03-401,2016,2.0,3.0,3.0,3.0,3.0,3.0,3.0
493,03-401,2017,2.0,5.0,3.5,5.0,5.0,4.5,4.5
494,03-401,2018,2.0,5.0,5.0,5.0,5.0,5.0,5.0
495,03-409,2014,9.29,4.0,3.0,3.57,4.43,3.43,3.29
496,03-409,2015,8.38,4.88,4.88,4.88,4.88,4.88,4.88
497,03-409,2018,5.0,4.25,3.5,4.5,3.75,4.25,4.0
498,03-409,2019,5.75,5.0,4.5,5.0,4.75,4.75,4.5
499,03-410,2010,,4.5,4.5,5.0,4.5,4.0,5.0
500,03-410,2011,,5.0,4.6,4.9,5.0,5.0,5.0
501,03-410,2012,,4.025,3.79,4.025,4.355,3.94,3.855
502,03-410,2013,,4.84,4.48,4.66,4.96,4.72,4.68
503,03-410,2014,,5.0,4.6,4.2,5.0,4.6,4.4
504,03-410,2015,6.145,5.0,5.0,5.0,5.0,5.0,5.0
505,03-410,2016,5.25,4.855,4.6899999999999995,4.5649999999999995,4.79,4.585,4.415
506,03-410,2019,11.0,5.0,3.67,5.0,5.0,5.0,4.67
507,03-412,2016,2.0,5.0,5.0,5.0,5.0,5.0,5.0
508,03-428,2017,5.0,4.8,4.4,4.8,5.0,4.8,4.4
509,03-435,2016,7.8,4.63,4.5,4.69,4.44,4.63,4.75
510,03-435,2017,10.11,4.71,4.67,4.78,4.89,4.89,4.78
511,03-435,2018,12.5,5.0,5.0,4.92,5.0,4.69,5.0
512,03-439,2010,,4.75,4.5,4.5,4.75,4.5,4.5
513,03-439,2012,,4.5,4.0,4.5,4.5,4.5,4.5
514,03-439,2013,,4.0,3.5,4.5,4.5,4.5,4.0
515,03-439,2014,8.0,4.0,4.0,3.0,3.0,3.0,4.0
516,03-439,2017,9.5,3.5,4.5,3.0,3.5,3.0,3.0
517,03-442,2010,,4.63,3.94,4.13,4.5,4.19,4.0
518,03-442,2011,,3.71,3.43,3.43,4.43,3.29,3.0
519,03-442,2012,,4.9,4.525,4.48,5.0,4.57,4.68
520,03-442,2013,,5.0,4.89,4.89,5.0,4.78,4.67
521,03-442,2014,6.5,4.875,4.375,5.0,4.875,4.75,4.5
522,03-442,2015,7.0,4.33,4.33,4.33,4.33,4.33,4.33
523,03-442,2016,7.355,5.0,4.93,4.855,4.93,4.93,4.855
524,03-442,2017,9.315,5.0,5.0,5.0,5.0,4.915,4.845000000000001
525,03-442,2018,8.0,4.965,4.215,4.535,5.0,4.645,4.105
526,03-445,2012,,5.0,5.0,5.0,5.0,5.0,4.875
527,03-445,2013,,5.0,5.0,5.0,5.0,5.0,5.0
528,03-445,2014,,5.0,5.0,5.0,5.0,5.0,5.0
529,03-445,2018,8.0,5.0,5.0,5.0,5.0,5.0,5.0
530,03-445,2019,8.0,4.0,3.0,4.0,3.0,4.0,4.0
531,03-451,2016,9.5,5.0,4.25,5.0,5.0,5.0,5.0
532,03-451,2017,5.0,5.0,5.0,5.0,5.0,5.0,5.0
533,03-451,2018,8.0,4.0,3.5,4.0,5.0,4.0,4.0
534,03-511,2010,,5.0,5.0,5.0,5.0,5.0,5.0
535,03-511,2011,,5.0,5.0,4.5,5.0,4.5,4.5
536,03-511,2014,8.0,5.0,5.0,5.0,5.0,5.0,5.0
537,03-511,2015,11.25,4.25,4.25,4.5,4.25,4.5,4.25
538,03-511,2016,10.0,5.0,4.67,5.0,5.0,5.0,4.67
539,03-511,2017,5.0,5.0,4.5,4.5,5.0,4.5,5.0
540,03-511,2018,5.0,5.0,5.0,5.0,5.0,5.0,5.0
541,03-512,2016,8.0,4.0,5.0,5.0,5.0,5.0,5.0
542,03-534,2009,,,,,,4.33,3.67
543,03-534,2010,,4.63,4.25,4.38,4.5,4.38,4.25
544,03-534,2011,,5.0,4.6,4.8,5.0,4.6,4.8
545,03-534,2012,,4.63,4.0,4.38,5.0,4.5,4.63
546,03-534,2013,,5.0,5.0,4.88,5.0,4.63,4.63
547,03-534,2014,9.5,5.0,5.0,4.5,5.0,4.5,5.0
548,03-534,2015,8.0,5.0,4.8,5.0,5.0,5.0,5.0
549,03-534,2016,8.0,5.0,5.0,5.0,5.0,5.0,5.0
550,03-534,2017,6.5,4.5,4.5,4.5,4.5,4.5,4.5
551,03-534,2018,8.0,5.0,4.71,5.0,5.0,5.0,4.71
552,03-620,2009,,,,,,5.0,5.0
553,03-620,2011,,4.0,3.0,5.0,5.0,5.0,5.0
554,03-620,2013,,5.0,5.0,5.0,5.0,5.0,5.0
555,03-620,2016,7.0,5.0,5.0,5.0,5.0,5.0,5.0
556,03-709,2013,,4.33,4.0,4.17,4.33,3.67,3.67
557,03-709,2014,14.55,4.45,4.18,3.36,4.18,3.82,3.55
558,03-709,2015,11.5,4.33,4.5,4.33,4.5,4.33,4.0
559,03-709,2016,10.77,4.61,4.3,4.43,4.57,4.43,4.32
560,03-709,2017,10.125,4.92,4.875,4.79,5.0,4.875,4.71
561,03-709,2018,12.56,4.58,4.6,4.4399999999999995,4.88,4.4399999999999995,4.380000000000001
562,03-710,2009,,,,,,4.22,4.13
563,03-711,2009,,,,,,3.45,3.64
564,03-711,2010,,4.9,4.5,4.3,4.7,4.5,4.3
565,03-711,2011,,5.0,4.67,4.67,5.0,4.67,4.67
566,03-711,2012,,4.8,4.2,4.8,4.4,5.0,4.6
567,03-711,2013,,4.5,4.25,4.75,4.75,4.5,4.75
568,03-711,2014,11.0,5.0,4.5,4.5,5.0,5.0,4.5
569,03-711,2015,9.5,5.0,5.0,5.0,5.0,4.5,4.5
570,03-711,2016,8.75,5.0,5.0,5.0,5.0,5.0,5.0
571,03-711,2017,8.0,4.25,4.5,4.5,4.5,4.5,4.25
572,03-711,2018,9.71,4.71,4.43,5.0,5.0,5.0,5.0
573,03-712,2010,,4.4,4.2,4.5,4.9,4.4,4.5
574,03-712,2011,,5.0,4.5,4.5,5.0,4.5,5.0
575,03-712,2012,,4.71,4.86,4.86,5.0,4.71,4.86
576,03-712,2013,,4.25,4.25,4.0,4.5,4.25,4.25
577,03-712,2014,12.2,4.0,3.6,3.8,4.6,4.0,4.0
578,03-712,2015,11.0,4.0,3.0,4.0,4.0,4.0,4.0
579,03-712,2016,14.2,4.17,4.17,4.33,4.5,4.17,4.17
580,03-712,2017,14.63,4.13,4.5,4.0,4.63,4.25,4.25
581,03-712,2018,13.46,3.92,4.46,4.62,4.85,4.23,4.38
582,03-713,2009,,,,,,4.2,4.2
583,03-713,2016,9.13,4.75,4.88,4.25,5.0,4.75,4.38
584,03-713,2017,8.0,4.89,4.44,4.78,4.89,4.78,4.33
585,03-713,2018,9.56,4.75,4.75,4.53,4.87,4.69,4.44
586,03-713,2019,7.73,4.86,4.82,4.5,5.0,4.77,4.68
587,03-725,2010,,4.3,3.7,4.6,4.7,4.1,4.2
588,03-726,2011,,4.21,3.86,3.79,4.5,4.07,3.71
589,03-726,2012,,4.8,4.2,4.1,4.9,4.4,4.3
590,03-726,2014,7.57,4.86,4.57,4.57,4.71,4.71,4.57
591,03-726,2015,6.0,5.0,4.67,4.67,5.0,4.67,4.67
592,03-726,2016,8.0,4.67,4.67,4.67,5.0,4.67,3.67
593,03-726,2017,6.2,4.8,4.4,4.6,4.8,4.4,4.4
594,03-726,2018,6.0,4.83,4.5,4.33,5.0,4.33,4.0
595,03-727,2011,,4.46,3.85,3.69,4.38,4.0,3.92
596,03-727,2012,,4.43,4.29,4.21,4.57,4.36,4.36
597,03-727,2013,,4.71,4.43,4.43,4.71,4.43,4.71
598,03-727,2015,11.75,3.75,3.75,3.5,4.0,3.5,3.5
599,03-727,2017,7.0,5.0,4.0,4.0,5.0,4.0,4.0
600,03-728,2017,5.67,4.78,4.44,4.33,4.78,4.44,4.33
601,03-728,2019,6.369999999999999,4.9,4.73,5.0,5.0,4.9,4.93
602,03-730,2009,,,,,,4.609999999999999,4.555
603,03-730,2010,,4.515000000000001,4.234999999999999,4.635,3.765,4.365,4.625
604,03-730,2012,,4.77,4.595000000000001,4.215,4.77,4.38,4.3
605,03-730,2013,,4.5,4.3,4.67,4.6,4.56,4.56
606,03-730,2014,,4.71,4.43,4.71,4.86,4.71,4.57
607,03-730,2015,7.25,4.5,4.33,4.58,4.67,4.5,4.5
608,03-730,2016,8.0,4.9,4.8,4.8,4.8,4.9,4.8
609,03-730,2017,5.3149999999999995,4.75,4.5,4.65,4.8,4.55,4.45
610,03-730,2018,8.0,4.92,4.71,4.92,5.0,4.875,4.75
611,03-730,2019,7.175,4.875,4.715,4.84,4.9399999999999995,4.825,4.79
612,03-740,2009,,,,,,4.33,4.0
613,03-740,2010,,4.0,3.0,3.75,4.75,4.0,3.5
614,03-740,2011,,3.63,3.0,3.25,4.5,3.38,3.25
615,03-740,2013,,5.0,4.5,5.0,5.0,5.0,4.75
616,03-740,2015,9.5,5.0,4.0,4.5,5.0,4.0,4.5
617,03-740,2016,11.0,4.33,4.33,4.0,5.0,4.0,4.0
618,03-740,2018,9.5,5.0,4.5,5.0,5.0,4.0,5.0
619,03-741,2009,,,,,,4.33,4.67
620,03-741,2010,,4.8149999999999995,4.3149999999999995,4.63,4.63,4.625,4.75
621,03-741,2011,,4.515000000000001,3.835,4.75,4.415,4.585,4.8149999999999995
622,03-741,2012,,4.2,3.8499999999999996,4.25,4.6,4.2,4.05
623,03-741,2013,,4.71,4.2,4.75,4.63,4.66,4.6899999999999995
624,03-741,2014,,4.5,4.1,4.5,4.2,4.2,4.4
625,03-741,2015,10.165,4.42,3.8449999999999998,4.205,4.345,4.23,3.925
626,03-741,2016,9.25,4.5,4.375,4.5,4.625,4.5,4.5
627,03-741,2017,8.0,5.0,5.0,5.0,5.0,5.0,5.0
628,03-741,2018,6.5,4.915,4.5,4.835,5.0,4.75,4.67
629,03-741,2019,5.82,4.91,4.045,4.82,4.91,4.91,4.82
630,03-742,2010,,4.86,4.14,4.5,4.79,4.71,4.43
631,03-742,2011,,3.64,2.79,2.64,4.0,2.79,2.86
632,03-742,2012,,4.94,4.75,4.94,4.88,4.88,4.81
633,03-742,2013,,5.0,4.765000000000001,4.905,5.0,4.955,4.815
634,03-742,2014,11.36,5.0,4.91,4.64,5.0,5.0,4.73
635,03-742,2015,10.25,5.0,5.0,5.0,5.0,5.0,5.0
636,03-742,2016,14.2,5.0,5.0,5.0,5.0,5.0,5.0
637,03-742,2017,6.35,5.0,4.9,5.0,5.0,5.0,5.0
638,03-742,2018,8.92,5.0,4.77,4.85,5.0,4.92,4.92
639,03-745,2010,,4.1,3.755,3.9,4.449999999999999,3.85,3.85
640,03-745,2011,,3.29,3.29,2.43,4.57,3.0,3.0
641,03-745,2012,,3.91,3.73,3.27,4.64,3.36,3.0
642,03-745,2013,,3.75,2.75,2.75,4.0,3.0,3.0
643,03-745,2014,13.44,3.2800000000000002,3.165,3.6100000000000003,3.83,3.335,3.2199999999999998
644,03-746,2010,,4.38,4.13,4.255,4.4399999999999995,4.255,4.38
645,03-746,2011,,4.43,3.5,4.57,4.86,4.43,4.14
646,03-746,2012,,4.55,4.0,4.45,4.45,4.36,4.27
647,03-746,2013,,5.0,5.0,5.0,5.0,5.0,5.0
648,03-746,2014,9.67,4.44,4.33,4.44,4.67,4.33,4.11
649,03-747,2014,,5.0,4.75,4.75,4.5,4.75,4.75
650,03-747,2015,7.785,4.715,4.57,4.5,4.57,4.57,4.355
651,03-747,2016,5.0,5.0,4.6,4.8,4.8,5.0,4.6
652,03-747,2017,5.0,4.67,5.0,5.0,4.67,5.0,5.0
653,03-747,2018,5.6,4.6,5.0,4.0,4.6,4.6,4.4
654,03-751,2010,,4.5649999999999995,4.63,4.75,4.75,4.8149999999999995,4.63
655,03-751,2011,,4.5,3.585,4.415,4.665,4.5,4.67
656,03-751,2012,,4.25,3.375,4.125,4.375,4.5,4.125
657,03-751,2015,9.5,4.67,4.67,4.67,4.67,4.67,4.67
658,03-751,2016,9.5,5.0,4.875,5.0,4.875,4.875,4.875
659,03-751,2017,9.0,4.33,2.67,4.33,4.67,4.0,3.67
660,03-751,2018,10.0,4.67,4.5,4.67,4.67,4.67,4.5
661,03-756,2016,5.67,4.78,4.33,4.78,4.89,4.78,4.78
662,03-756,2017,6.0,4.0,3.67,3.67,5.0,3.33,3.0
663,03-756,2018,7.1,4.93,4.93,4.93,4.93,4.93,4.93
664,03-757,2019,11.0,4.67,3.33,5.0,5.0,4.33,4.0
665,03-760,2017,5.0,5.0,3.5,5.0,5.0,5.0,5.0
666,03-762,2010,,4.57,3.79,4.62,4.86,4.57,4.57
667,03-762,2012,,3.915,3.04,3.585,3.71,3.5,3.54
668,03-762,2013,,4.625,4.085,4.54,4.625,4.415,4.335
669,03-762,2014,8.63,4.5,3.8149999999999995,4.48,4.875,4.35,4.380000000000001
670,03-762,2015,5.92,4.46,4.46,4.23,4.77,4.38,4.0
671,03-762,2016,4.83,4.4399999999999995,4.16,3.9699999999999998,4.6899999999999995,4.125,4.12
672,03-762,2017,7.815,4.375,4.245,4.38,4.8149999999999995,4.3149999999999995,4.38
673,03-762,2018,7.65,4.82,4.59,4.88,4.65,4.76,4.76
674,03-763,2009,,,,,,3.9,4.1
675,03-763,2010,,4.725,4.109999999999999,4.615,5.0,4.67,4.470000000000001
676,03-763,2011,,4.62,4.31,4.46,4.62,4.46,4.31
677,03-763,2012,,4.7,4.9,4.2,5.0,4.6,4.8
678,03-763,2013,,4.9,4.4,4.8,5.0,4.9,4.7
679,03-763,2015,5.69,4.69,3.85,4.54,4.77,4.46,4.23
680,03-763,2016,6.38,4.62,3.77,4.46,4.83,4.54,4.46
681,03-763,2017,5.404999999999999,4.535,3.905,4.66,4.67,4.475,4.41
682,03-763,2018,7.1,4.8,3.9,4.7,5.0,4.6,4.5
683,03-763,2019,7.42,4.61,3.94,4.59,4.53,4.35,4.25
684,03-765,2016,5.75,4.25,4.25,4.25,4.375,4.375,4.375
685,03-765,2017,6.275,4.6,4.3,4.7,4.5,4.375,4.25
686,03-770,2014,,4.0,5.0,4.0,5.0,5.0,3.0
687,03-770,2016,16.085,4.335,4.17,4.5,4.5,4.335,4.33
688,03-791,2014,,5.0,5.0,5.0,5.0,5.0,5.0
689,03-791,2015,8.33,4.89,4.61,4.89,4.945,4.89,4.89
690,03-791,2016,7.63,4.9399999999999995,5.0,4.88,4.785,4.875,4.875
691,03-791,2017,8.215,4.625,4.404999999999999,4.720000000000001,4.63,4.72,4.595000000000001
692,03-791,2018,8.0,5.0,4.9399999999999995,4.9399999999999995,5.0,4.88,4.8149999999999995
693,03-791,2019,7.4,4.9,4.525,4.5,4.9,4.6,4.699999999999999
694,03-815,2009,,,,,,5.0,4.0
695,03-815,2011,,3.0,3.0,5.0,5.0,3.0,3.0
696,03-815,2012,,3.67,3.33,3.67,3.67,3.33,3.33
697,03-871,2010,,5.0,5.0,5.0,5.0,5.0,4.33
698,03-871,2011,,5.0,4.0,4.75,4.75,4.75,4.75
699,04-330,2016,16.72,4.744999999999999,4.365,4.32,4.699999999999999,4.32,4.465
700,04-330,2017,19.990000000000002,4.0,3.8999999999999995,3.9899999999999998,4.28,3.6900000000000004,4.025
701,04-330,2018,19.564999999999998,4.640000000000001,4.49,4.49,4.6850000000000005,4.3149999999999995,4.41
702,04-601,2012,,5.0,4.9,4.86,5.0,4.86,4.71
703,04-601,2013,,4.9,4.71,4.71,4.81,4.81,4.71
704,04-601,2014,4.0,4.94,4.63,4.88,4.75,4.81,4.81
705,04-601,2015,4.25,4.88,4.56,4.94,5.0,5.0,4.94
706,04-601,2016,6.01,4.795,4.779999999999999,4.685,4.795,4.705,4.535
707,04-601,2017,5.375,4.785,4.720000000000001,4.5,4.734999999999999,4.6,4.65
708,04-601,2018,7.665,4.805,4.805,4.77,4.74,4.715,4.805
709,04-602,2013,,4.65,4.7,4.7,4.7,4.7,4.65
710,04-602,2014,,4.68,4.74,4.63,4.68,4.68,4.63
711,04-602,2015,4.45,4.92,4.85,4.77,4.92,4.85,4.85
712,04-602,2016,4.63,5.0,4.75,4.81,4.94,5.0,4.88
713,04-602,2017,4.4,4.72,4.68,4.64,4.8,4.56,4.56
714,04-602,2018,6.965,4.5,4.77,4.615,4.654999999999999,4.58,4.5
715,04-602,2019,8.1,4.699999999999999,4.665,4.6,4.965,4.565,4.3
716,04-605,2013,,4.95,4.86,4.9,5.0,4.9,4.86
717,04-605,2014,6.865,3.815,3.44,3.4699999999999998,3.535,3.5,3.63
718,04-605,2015,7.025,4.654999999999999,4.615,4.615,4.615,4.615,4.615
719,04-605,2016,6.53,4.91,4.855,4.825,4.9399999999999995,4.855,4.765000000000001
720,04-605,2017,6.75,4.465,4.03,4.2,4.265000000000001,4.15,3.635
721,04-605,2018,6.665,4.335,4.36,4.335,4.705,4.27,4.2
722,04-605,2019,10.57,4.29,4.43,4.43,4.57,4.43,4.43
723,04-611,2012,,4.76,4.71,4.67,4.25,4.52,4.52
724,04-611,2013,,4.67,4.62,4.86,4.57,4.67,4.38
725,04-611,2014,15.5,4.94,4.65,4.82,4.59,4.82,4.82
726,04-611,2015,14.47,4.88,4.71,4.94,4.65,4.82,4.88
727,04-611,2016,16.1,4.87,4.65,4.81,4.58,4.71,4.58
728,04-611,2017,15.33,4.92,4.88,4.83,4.67,4.96,4.96
729,04-611,2018,12.43,4.86,4.74,4.91,4.68,4.82,4.71
730,04-612,2013,,4.17,4.33,4.33,3.92,4.17,4.33
731,04-612,2014,,5.0,5.0,4.67,4.67,4.67,5.0
732,04-612,2015,17.25,5.0,5.0,5.0,4.75,5.0,5.0
733,04-613,2018,13.23,4.15,4.46,4.62,4.69,4.46,4.38
734,04-613,2019,12.29,4.86,4.43,4.71,4.86,4.71,4.57
735,04-621,2014,,3.69,3.15,3.38,3.62,3.15,3.0
736,04-630,2012,,2.81,2.14,2.71,2.86,2.48,2.9
737,04-630,2013,,4.135,3.375,4.02,4.57,3.92,4.095
738,04-630,2014,19.555,4.395,4.24,4.4399999999999995,4.675,4.3149999999999995,4.645
739,04-630,2016,21.189999999999998,4.9399999999999995,4.59,4.715,5.0,4.84,4.265000000000001
740,04-630,2017,15.365,4.6,4.654999999999999,4.75,4.654999999999999,4.6,4.695
741,04-630,2018,17.235,4.88,4.59,4.85,4.734999999999999,4.79,4.85
742,04-630,2019,16.695,4.865,4.779999999999999,4.865,4.695,4.795,4.82
743,04-635,2013,,4.74,4.74,4.84,4.95,4.79,4.68
744,04-635,2014,,4.89,4.84,4.79,5.0,4.68,4.79
745,04-635,2015,16.69,4.77,4.77,4.62,4.92,4.77,4.77
746,04-635,2016,17.13,4.75,4.44,4.44,4.81,4.75,4.56
747,04-635,2017,15.87,4.6,4.67,4.6,4.87,4.5,4.6
748,04-641,2012,,4.83,4.63,4.75,5.0,4.75,4.54
749,04-641,2013,,4.3100000000000005,4.165,4.215,4.775,4.165,4.4
750,04-641,2014,19.21,4.615,4.3149999999999995,4.095000000000001,4.654999999999999,3.935,4.175
751,04-641,2015,15.27,4.93,4.215,4.93,4.785,4.6850000000000005,4.615
752,04-641,2016,18.21,4.800000000000001,4.465,4.654999999999999,4.88,4.5649999999999995,4.5
753,04-641,2017,15.6,3.88,3.81,4.199999999999999,4.484999999999999,3.755,3.9450000000000003
754,04-641,2018,15.184999999999999,4.75,4.45,4.8,4.925,4.595000000000001,4.52
